ngramtype	qid	gram	names	attributes	similarentitynames	categories	outgoingentitynames
bigram	INEX_LD-20120321	tango music	0.0016837179040375028	0.006661621326799203	0.005765935102424692	0.003997235660455872	0.008062819364634245
bigram	INEX_LD-20120321	music composers	4.467142385363422E-6	0.00215847351393337	1.2206338131773543E-5	4.070895951439056E-6	4.085848374565089E-6
unigram	INEX_LD-20120322	tango	0.00331795631345796	0.015545285306303096	0.04135015539534258	0.0038723112427037536	0.008803501380725103
unigram	INEX_LD-20120322	music	0.007684358754489868	0.09798347677904568	0.027677372211357177	0.014381407587435106	0.055698776164648266
unigram	INEX_LD-20120322	instruments	1.2198620786807732E-8	0.01159787748458293	2.6724714171164568E-8	6.22753401535127E-9	3.1763810808059746E-9
bigram	INEX_LD-20120322	tango music	0.0016837179040375028	0.006661621326799203	0.005765935102424692	0.003997235660455872	0.008062819364634245
bigram	INEX_LD-20120322	music instruments	4.467142385363422E-6	0.0013052676705050407	1.2206338131773543E-5	4.070895951439056E-6	4.085848374565089E-6
unigram	INEX_LD-20120331	tango	0.00331795631345796	0.015545285306303096	0.04135015539534258	0.0038723112427037536	0.008803501380725103
unigram	INEX_LD-20120331	dance	0.007971694107241653	0.053125954388891596	0.04946257439721378	0.011864112816539553	0.01526620257219148
unigram	INEX_LD-20120331	styles	1.2158120717794446E-8	0.0018797393413524375	2.6724714171164568E-8	6.210971424884908E-9	3.1763810808059746E-9
bigram	INEX_LD-20120331	tango dance	0.001489085893069154	0.009161166795190542	0.005157185805656499	0.0030326876893165882	0.002427732904311088
bigram	INEX_LD-20120331	dance styles	4.588960694619646E-6	1.531266390402409E-4	1.5277822316712078E-5	3.763736368641726E-6	2.8579147789326284E-6
unigram	INEX_LD-20120332	tango	0.00331795631345796	0.015545285306303096	0.04135015539534258	0.0038723112427037536	0.008803501380725103
unigram	INEX_LD-20120332	dance	0.007971694107241653	0.053125954388891596	0.04946257439721378	0.011864112816539553	0.01526620257219148
unigram	INEX_LD-20120332	history	0.004783902689208478	0.09043633958600422	0.03391192339513905	0.026555443561271513	0.07821749195272669
bigram	INEX_LD-20120332	tango dance	0.001489085893069154	0.009161166795190542	0.005157185805656499	0.0030326876893165882	0.002427732904311088
bigram	INEX_LD-20120332	dance history	0.0025481055460306744	0.006525843592397215	0.0021241531189778043	0.005335780797634256	0.0030359086636355865
unigram	INEX_LD-20120411	bicycle	0.012370386385027765	0.017729006567060095	0.008435710954237327	0.0026697158167373475	0.009169964527278392
unigram	INEX_LD-20120411	sport	0.004871436482862006	0.017516593158294586	0.011015836543748311	0.014745407921066904	0.05115609921516818
unigram	INEX_LD-20120411	races	0.0033173002630528317	0.019494498058785083	0.009148057448539812	0.009122141296454205	0.006512291378460077
bigram	INEX_LD-20120411	bicycle sport	4.5811497472102023E-4	0.0037656411664694963	9.060017901997111E-4	7.952316472213428E-4	7.557772006548887E-4
bigram	INEX_LD-20120411	sport races	2.644257429227138E-4	0.002525374065639298	3.0556047355406567E-4	0.0017406429681321078	0.0014284350499067428
unigram	INEX_LD-20120412	bicycle	0.012370386385027765	0.017729006567060095	0.008435710954237327	0.0026697158167373475	0.009169964527278392
unigram	INEX_LD-20120412	sport	0.004871436482862006	0.017516593158294586	0.011015836543748311	0.014745407921066904	0.05115609921516818
unigram	INEX_LD-20120412	disciplines	1.2062009091566816E-8	0.0012113913445587511	2.6724714171164568E-8	6.153689738489405E-9	2.630906472230239E-9
bigram	INEX_LD-20120412	bicycle sport	4.5811497472102023E-4	0.0037656411664694963	9.060017901997111E-4	7.952316472213428E-4	7.557772006548887E-4
bigram	INEX_LD-20120412	sport disciplines	3.743171364575941E-6	9.497717154649344E-5	8.191465180840423E-6	4.157413428851495E-6	3.269762469265996E-6
unigram	INEX_LD-20120421	bicycle	0.012370386385027765	0.017729006567060095	0.008435710954237327	0.0026697158167373475	0.009169964527278392
unigram	INEX_LD-20120421	holiday	0.005342990309177739	0.014148397303946321	0.09135977255938983	0.010226924839084528	0.01882315582111638
unigram	INEX_LD-20120421	towns	6.653603594541599E-4	0.0012755442117338915	2.6724714171164568E-8	6.210971424884908E-9	3.1763810808059746E-9
bigram	INEX_LD-20120421	bicycle holiday	2.5017439174005867E-4	6.889655506656737E-4	4.356684262777718E-4	1.1916067765278045E-4	1.278787257374239E-4
bigram	INEX_LD-20120421	holiday towns	7.115157160433568E-5	1.861318945549193E-4	1.9122747250198927E-5	3.513373446531009E-6	3.109804706527692E-6
unigram	INEX_LD-20120422	bicycle	0.012370386385027765	0.017729006567060095	0.008435710954237327	0.0026697158167373475	0.009169964527278392
unigram	INEX_LD-20120422	holiday	0.005342990309177739	0.014148397303946321	0.09135977255938983	0.010226924839084528	0.01882315582111638
unigram	INEX_LD-20120422	nature	0.0040583870508887785	0.05567596831259021	0.01227432822475524	0.0053083729185230515	0.014665260550130491
bigram	INEX_LD-20120422	bicycle holiday	2.5017439174005867E-4	6.889655506656737E-4	4.356684262777718E-4	1.1916067765278045E-4	1.278787257374239E-4
bigram	INEX_LD-20120422	holiday nature	6.70596324352505E-4	0.0015001671910332317	0.003401680427541916	2.3699357785822252E-4	0.0020092937271634927
unigram	INEX_LD-20120431	bicycle	0.012370386385027765	0.017729006567060095	0.008435710954237327	0.0026697158167373475	0.009169964527278392
unigram	INEX_LD-20120431	benefits	0.0019921048212342665	0.0012361027316025953	2.6724714171164568E-8	6.153689738489405E-9	3.14493176317423E-9
unigram	INEX_LD-20120431	health	0.004150997723066184	0.02903632755431957	0.0271291640750922	0.009018658438365938	0.06827558064347383
bigram	INEX_LD-20120431	bicycle benefits	7.703478025353106E-5	5.58139724315111E-5	7.011748931154121E-6	1.9779259561416255E-6	2.249066363597855E-6
bigram	INEX_LD-20120431	benefits health	1.8774967536183636E-4	4.685227632925468E-4	1.1764571233190205E-5	3.303770365428079E-6	5.228432212207967E-6
unigram	INEX_LD-20120432	bicycle	0.012370386385027765	0.017729006567060095	0.008435710954237327	0.0026697158167373475	0.009169964527278392
unigram	INEX_LD-20120432	benefits	0.0019921048212342665	0.0012361027316025953	2.6724714171164568E-8	6.153689738489405E-9	3.14493176317423E-9
unigram	INEX_LD-20120432	environment	0.0027160991116658086	0.010289590682177488	0.013983153969231986	0.01034982239705988	0.009562323144414301
bigram	INEX_LD-20120432	bicycle benefits	7.703478025353106E-5	5.58139724315111E-5	7.011748931154121E-6	1.9779259561416255E-6	2.249066363597855E-6
bigram	INEX_LD-20120432	benefits environment	1.204667469015598E-4	8.426035642229509E-5	8.81884826525636E-6	3.5496960115771095E-6	2.2593355098713856E-6
unigram	INEX_LD-20120511	female	0.0027238662617444735	0.02888328812115564	0.007869470835996907	0.007996589131110576	0.005704674355699606
unigram	INEX_LD-20120511	rock	0.008385130937248284	0.0562657977234307	0.05211507457629215	0.01788808351261459	0.03784971057390504
unigram	INEX_LD-20120511	singers	1.2174288431514893E-8	0.0012771528286075974	2.6724714171164568E-8	6.194496699619956E-9	3.0838651269960874E-9
bigram	INEX_LD-20120511	female rock	0.002258967766123062	0.007168353744638274	0.0015031040177825492	0.007467318876078138	0.0027870254607255877
bigram	INEX_LD-20120511	rock singers	4.771997503067988E-6	2.1964976229972517E-4	1.5277794189395417E-5	4.222145962926626E-6	3.9703915875241425E-6
unigram	INEX_LD-20120512	south	0.014473014643611757	0.08989207998338483	0.037800193822926445	0.022993943193684852	0.05071411166156514
unigram	INEX_LD-20120512	korean	1.2198620786807732E-8	0.0012920447793268652	2.6724714171164568E-8	6.22753401535127E-9	3.1763810808059746E-9
unigram	INEX_LD-20120512	girl	0.006305154424883002	0.02450394092141073	0.04795398758072028	0.005265978723327348	0.03415958286239313
unigram	INEX_LD-20120512	groups	1.2190499201729964E-8	0.009847653396356612	2.6724714171164568E-8	6.20272312285982E-9	3.1763810808059746E-9
bigram	INEX_LD-20120512	south korean	5.8961145441916476E-6	5.231749420247795E-4	1.3308851946093237E-5	4.918391155900981E-6	4.584030298996219E-6
bigram	INEX_LD-20120512	korean girl	4.210274630901334E-6	1.2028051238457643E-4	1.531773536127541E-5	2.6382920298928854E-6	3.773461875363904E-6
bigram	INEX_LD-20120512	girl groups	4.210274630901334E-6	1.68924673140815E-4	1.531773536127541E-5	2.6382920298928854E-6	3.773461875363904E-6
unigram	INEX_LD-20120521	electronic	0.0027072370235042623	0.013208387728693993	0.01169767091083054	0.004145173428932529	0.020263441563103265
unigram	INEX_LD-20120521	music	0.007684358754489868	0.09798347677904568	0.027677372211357177	0.014381407587435106	0.055698776164648266
unigram	INEX_LD-20120521	genres	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-20120521	electronic music	0.0024054897976899096	0.009620689938038229	0.006938601592586969	0.00579325393500091	0.009980540519557055
bigram	INEX_LD-20120521	music genres	4.467142385363422E-6	2.2712802786099734E-6	1.2206338131773543E-5	4.070895951439056E-6	4.085848374565089E-6
unigram	INEX_LD-20120522	digital	0.00407281062215729	0.01754934713247361	0.053103855428163114	0.011027770281513973	0.0077811717708386515
unigram	INEX_LD-20120522	music	0.007684358754489868	0.09798347677904568	0.027677372211357177	0.014381407587435106	0.055698776164648266
unigram	INEX_LD-20120522	notation	0.0013463328078021375	0.011660604873471222	0.013542022986128166	0.002664751119944442	0.0026355922499750276
unigram	INEX_LD-20120522	formats	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-20120522	digital music	0.0017293873820632187	0.007444217234731623	0.003037787022073951	0.0032612772954351103	0.003978898555532464
bigram	INEX_LD-20120522	music notation	0.001682303472087072	0.006921779546893407	0.0019407720897039612	0.0028942842649120363	0.0025817858162893556
bigram	INEX_LD-20120522	notation formats	2.1252646502590863E-6	1.4504859678806489E-6	8.765113868984032E-6	1.9777480027294055E-6	1.3480221750308802E-6
unigram	INEX_LD-20120531	music	0.007684358754489868	0.09798347677904568	0.027677372211357177	0.014381407587435106	0.055698776164648266
unigram	INEX_LD-20120531	conferences	1.2182388423817998E-8	0.0011312257408747166	2.6724714171164568E-8	6.219241693093813E-9	3.1763810808059746E-9
bigram	INEX_LD-20120531	music conferences	4.467142385363422E-6	2.2881777167092006E-4	1.2206338131773543E-5	4.070895951439056E-6	4.085848374565089E-6
unigram	INEX_LD-20120532	intellectual	0.002653668141669163	0.011372710725743156	0.011035096750136338	0.0039408357905531665	0.0026367786848056052
unigram	INEX_LD-20120532	property	0.002705817916858493	0.03140250934410941	0.01107994324111389	0.005485588526037103	0.015932136335896914
unigram	INEX_LD-20120532	rights	0.004111160465496396	0.020710645003332737	0.017330441727567078	0.01977155056234493	0.015932229231598094
unigram	INEX_LD-20120532	lobby	0.004592531414253503	0.010141776867238349	0.007823334954838106	0.0026466230470047723	0.00879519092036523
bigram	INEX_LD-20120532	intellectual property	0.0020858168056076378	0.009995115028784314	0.01137234327887139	0.004172594873921826	0.002750200787823532
bigram	INEX_LD-20120532	property rights	0.001454121497015195	0.009161040316280565	0.010387664986237732	0.001032509813239394	0.006411752382448336
bigram	INEX_LD-20120532	rights lobby	7.339729512391703E-4	0.0044454726403399866	7.357588280533289E-4	9.38854644025182E-4	1.9008708160546617E-4
unigram	INEX_LD-2009022	szechwan	0.0019923479836486233	0.0018282662136069295	0.0013206082952360546	6.22753401535127E-9	3.1763810808059746E-9
unigram	INEX_LD-2009022	dish	0.002662646318470843	0.013174640343464663	0.03345305701998313	0.0013248002532775525	0.005830496758016957
unigram	INEX_LD-2009022	food	0.00410825486995737	0.06922704779195188	0.017225933066322592	0.010328472624895134	0.00954729774072598
unigram	INEX_LD-2009022	cuisine	0.0020376041886251382	0.026986446342926414	0.01053678466401341	0.04083463201070276	0.007875348858030144
bigram	INEX_LD-2009022	szechwan dish	5.020158980309456E-5	4.8381564350136755E-5	5.344517859000261E-5	1.4475690904792047E-6	1.9004485506793943E-6
bigram	INEX_LD-2009022	dish food	7.332836849703712E-4	0.005052786136509858	0.0028086245379784474	1.4978499569851583E-4	6.313078567206261E-4
bigram	INEX_LD-2009022	food cuisine	1.6691470371261636E-4	0.005502004200359793	0.006758041034229578	0.00727917242914434	0.0013050743326785746
unigram	INEX_LD-2009039	roman	0.011981721557706463	0.028577829479734657	0.057394708072612544	0.01464486313330956	0.03441848783648907
unigram	INEX_LD-2009039	architecture	0.004197472941370551	0.05746256448976996	0.011836387444256762	0.014142328811234634	0.06818573612072308
bigram	INEX_LD-2009039	roman architecture	0.0016774146287308023	0.006877166885974516	0.004932636791603797	0.006240339747714828	0.003027881576368503
unigram	INEX_LD-2009053	finland	0.0034674130336617356	0.03505031372761566	0.05479003240132185	0.014031399044242132	0.03510206019487425
unigram	INEX_LD-2009053	car	0.006112172169114342	0.07744144510992322	0.03371831846539964	0.00923289239979388	0.025695370241825635
unigram	INEX_LD-2009053	industry	0.00344354542249644	0.016700867851413573	0.01750403161824375	0.015758056652640916	0.013032078255786872
unigram	INEX_LD-2009053	manufacturer	0.00203852453261269	0.022196292148169147	0.009545649779208484	0.013759337111191625	0.01669787091622289
unigram	INEX_LD-2009053	saab	0.003974634987820188	0.013916499491628627	0.014150719940180356	0.0013341202503471955	0.015912547134356147
unigram	INEX_LD-2009053	sisu	0.001996982575105842	0.007770763314916433	0.005271359801989675	6.22753401535127E-9	0.001908439379136575
bigram	INEX_LD-2009053	finland car	8.207897533379699E-4	0.0030681188081599017	0.0010962787343924334	0.002976412193423199	5.333607904371999E-4
bigram	INEX_LD-2009053	car industry	8.13413252562014E-4	0.003703659855930943	0.008590229082889768	0.0012094319523501338	0.002379392238390667
bigram	INEX_LD-2009053	industry manufacturer	1.682209895335716E-4	0.004173014580799203	0.0023579192886757196	0.0016064502822346113	0.004933533617333158
bigram	INEX_LD-2009053	manufacturer saab	1.3899488688451483E-4	0.0042027881361877545	1.8892479375632917E-4	0.0012455805355582057	0.0051672046080263705
bigram	INEX_LD-2009053	saab sisu	4.7819570697114116E-5	1.9073924583360872E-4	9.154991072991841E-5	1.4563780335679417E-6	2.176626633439052E-5
unigram	INEX_LD-2009061	france	0.006654614252869474	0.044344734896186046	0.0804219681185399	0.02959385409074571	0.03473094919521986
unigram	INEX_LD-2009061	second	0.005521968686355859	0.018180733926734142	0.030936573311973588	0.004019718014840494	0.016482369453297487
unigram	INEX_LD-2009061	world	0.007308680584632351	0.04480752809336508	0.04985178289367183	0.018791454774271726	0.021598132345834287
unigram	INEX_LD-2009061	war	0.00692391304587181	0.0517212255590639	0.0499199857532394	0.07498347432784888	0.07264897277138162
unigram	INEX_LD-2009061	normandy	0.0033219533340956824	0.009071396020871784	0.01910867144434011	0.003987551248175467	0.014359714487020092
bigram	INEX_LD-2009061	france second	0.0017692089625273297	0.006654314488835703	0.0033736520976183496	0.004917598575240649	0.006645839130931251
bigram	INEX_LD-2009061	second world	0.0026893699910857777	0.009148009206939147	0.011534373818039111	0.0033613712656700404	0.007882177918366361
bigram	INEX_LD-2009061	world war	0.005124455285894368	0.042164344347339136	0.023233525901067684	0.019578721935675884	0.01889558589472253
bigram	INEX_LD-2009061	war normandy	5.427698811228437E-4	0.0036199031034150203	0.001475220829642841	0.0015926970995079335	0.002701380694854883
unigram	INEX_LD-2009062	social	0.004799770034160998	0.03527806895480206	0.045269326033390705	0.013032110856575126	0.01594551431090016
unigram	INEX_LD-2009062	network	0.006733692725445965	0.03018182549835473	0.0517160967379815	0.008319938850938732	0.018173849683668607
unigram	INEX_LD-2009062	group	0.004710138258663201	0.07746074824142092	0.016114507491355814	0.027544444881341397	0.01872743728368487
unigram	INEX_LD-2009062	selection	0.002014841472706418	0.018089298357565793	0.009760823887203143	0.002654376324031779	0.0038491469744799905
bigram	INEX_LD-2009062	social network	0.002251626347229054	0.012846182281102885	0.016270414791971822	0.005303938152222052	0.0025154001574697574
bigram	INEX_LD-2009062	network group	0.00248777718220914	0.00755900635082493	0.0021179454569277755	0.00316897872184638	0.002172794916437201
bigram	INEX_LD-2009062	group selection	0.0010008894517535409	0.005343911830697642	0.0029457345254317534	6.198761846139006E-4	0.0015917828017988722
unigram	INEX_LD-2009063	d	0.0085115196609722	0.11780215357850478	0.03556413817717669	0.005118061906757796	0.034640200791959085
unigram	INEX_LD-2009063	normandy	0.0033219533340956824	0.009071396020871784	0.01910867144434011	0.003987551248175467	0.014359714487020092
unigram	INEX_LD-2009063	invasion	0.002049732316980973	0.010435338205935962	0.03137596197550261	0.013795795728265397	0.008373958796848649
bigram	INEX_LD-2009063	d normandy	3.889905185201252E-4	0.0017829294915639058	0.0021761729222152153	1.369847301105021E-4	0.0013750736937784905
bigram	INEX_LD-2009063	normandy invasion	0.0013367148961722585	0.004340162344666678	0.0045737458312118525	1.2722022975777448E-4	0.004346154085486918
unigram	INEX_LD-2009074	web	0.008358667084233325	0.08510102563957589	0.18846119133357056	0.009054304305642394	0.0238358473151734
unigram	INEX_LD-2009074	ranking	0.003982784939767852	0.04583504642790414	0.010692726171732983	0.002665412669081501	0.020700955815013293
unigram	INEX_LD-2009074	scoring	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-2009074	algorithm	0.0020368223892343142	0.017731842503059623	0.008509237912511392	0.005273823176698927	0.003949963858751553
bigram	INEX_LD-2009074	web ranking	7.33568310586441E-4	0.004995393100848196	0.00182950953800969	1.507821499643313E-4	2.571877297115039E-4
bigram	INEX_LD-2009074	ranking scoring	3.4239165436499033E-6	2.0670854570063944E-6	7.984636897767073E-6	1.975053577386561E-6	2.8676025760544493E-6
bigram	INEX_LD-2009074	scoring algorithm	2.5508373434647173E-6	1.622554315434303E-6	7.350742154770065E-6	2.6572707910789324E-6	1.612407731100896E-6
unigram	INEX_LD-2009096	eiffel	0.003966373986845889	0.006412159211066228	0.02345217767388864	0.0013287655751147167	0.009748322391233182
