ngramtype	qid	gram	names	attributes	similarentitynames	categories	outgoingentitynames
bigram	INEX_LD-20120122	food blog	2.441350640133124E-8	5.21390209923809E-8	0.0	0.0	0.0
unigram	INEX_LD-20120131	vietnam	8.884074979444438E-5	7.980825145083757E-5	6.087889888191279E-5	2.221236832595491E-4	1.1744986684388162E-4
unigram	INEX_LD-20120131	travel	4.628800813692403E-5	1.10688771611325E-4	4.842518207815012E-5	7.587627444303987E-5	1.3328095015061859E-5
unigram	INEX_LD-20120131	national	0.0018068924357753278	0.0015947335758949607	0.001762922495015039	0.003230720096483932	0.00130196684121156
unigram	INEX_LD-20120131	park	0.001305292533253576	6.868154737551353E-4	0.0013153904315047179	6.582752555586907E-4	8.275425629823799E-4
bigram	INEX_LD-20120131	vietnam travel	0.0	2.369955499653677E-9	0.0	0.0	0.0
bigram	INEX_LD-20120131	travel national	0.0	7.583857598891766E-8	0.0	0.0	0.0
bigram	INEX_LD-20120131	national park	1.9848180704282298E-4	9.565140396602241E-5	1.5676717332805112E-4	1.3268383973107415E-4	4.699773447160516E-5
unigram	INEX_LD-20120132	vietnam	8.884074979444438E-5	7.980825145083757E-5	6.087889888191279E-5	2.221236832595491E-4	1.1744986684388162E-4
unigram	INEX_LD-20120132	travel	4.628800813692403E-5	1.10688771611325E-4	4.842518207815012E-5	7.587627444303987E-5	1.3328095015061859E-5
unigram	INEX_LD-20120132	airports	6.591646728359434E-7	2.1329599496883094E-8	1.4431345652428843E-6	0.0	0.0
bigram	INEX_LD-20120132	vietnam travel	0.0	2.369955499653677E-9	0.0	0.0	0.0
bigram	INEX_LD-20120132	travel airports	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120211	guitar	6.325539508584924E-5	1.5139038736237725E-4	7.001875112845106E-5	3.890963252791473E-5	3.364105202681605E-4
unigram	INEX_LD-20120211	chord	1.6479116820898586E-5	1.454678685687427E-5	2.2502209332120532E-5	8.91782870998302E-6	6.9689800912883025E-6
unigram	INEX_LD-20120211	tuning	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-20120211	guitar chord	7.324051920399371E-8	2.3462559446571405E-7	5.344942834232905E-8	0.0	0.0
bigram	INEX_LD-20120211	chord tuning	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120212	guitar	6.325539508584924E-5	1.5139038736237725E-4	7.001875112845106E-5	3.890963252791473E-5	3.364105202681605E-4
unigram	INEX_LD-20120212	chord	1.6479116820898586E-5	1.454678685687427E-5	2.2502209332120532E-5	8.91782870998302E-6	6.9689800912883025E-6
unigram	INEX_LD-20120212	minor	2.1723137995904537E-4	1.7873493391738136E-4	2.4127071953727332E-4	2.143517208083907E-4	5.7727549762567736E-5
bigram	INEX_LD-20120212	guitar chord	7.324051920399371E-8	2.3462559446571405E-7	5.344942834232905E-8	0.0	0.0
bigram	INEX_LD-20120212	chord minor	0.0	9.242826448649342E-8	3.7414599839630336E-7	0.0	0.0
unigram	INEX_LD-20120221	guitar	6.325539508584924E-5	1.5139038736237725E-4	7.001875112845106E-5	3.890963252791473E-5	3.364105202681605E-4
unigram	INEX_LD-20120221	classical	9.172154354980147E-5	1.1342133030242568E-4	5.499946176425659E-5	4.3458223372727303E-4	8.30242486901065E-5
unigram	INEX_LD-20120221	flamenco	2.734312716949099E-6	4.116612702898437E-6	1.977628848666175E-6	4.5336447631757246E-6	2.0710004646854938E-6
bigram	INEX_LD-20120221	guitar classical	9.765402560532496E-8	9.953813098545445E-8	2.6724714171164523E-7	4.110172450131838E-7	9.973836593730753E-7
bigram	INEX_LD-20120221	classical flamenco	0.0	5.687893199168825E-8	0.0	0.0	0.0
unigram	INEX_LD-20120222	guitar	6.325539508584924E-5	1.5139038736237725E-4	7.001875112845106E-5	3.890963252791473E-5	3.364105202681605E-4
unigram	INEX_LD-20120222	classical	9.172154354980147E-5	1.1342133030242568E-4	5.499946176425659E-5	4.3458223372727303E-4	8.30242486901065E-5
unigram	INEX_LD-20120222	bach	2.9613583264814792E-5	1.4665284631856954E-5	3.137481443694715E-5	9.640222655763766E-6	9.624434674842096E-6
bigram	INEX_LD-20120222	guitar classical	9.765402560532496E-8	9.953813098545445E-8	2.6724714171164523E-7	4.110172450131838E-7	9.973836593730753E-7
bigram	INEX_LD-20120222	classical bach	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120231	guitar	6.325539508584924E-5	1.5139038736237725E-4	7.001875112845106E-5	3.890963252791473E-5	3.364105202681605E-4
unigram	INEX_LD-20120231	origin	6.608736182840367E-5	3.5781825129321186E-4	6.355137029902923E-5	8.960175941287407E-5	5.456578003473347E-4
unigram	INEX_LD-20120231	russia	4.674942340790919E-4	4.360836617137749E-4	4.110261039525104E-4	0.0014960031313037434	5.739021809178615E-4
bigram	INEX_LD-20120231	guitar origin	0.0	6.398879849064929E-8	0.0	0.0	2.274288853857076E-6
bigram	INEX_LD-20120231	origin russia	2.441350640133124E-8	1.4456728547887431E-7	0.0	2.241912245526457E-7	7.559786972318213E-7
unigram	INEX_LD-20120232	guitar	6.325539508584924E-5	1.5139038736237725E-4	7.001875112845106E-5	3.890963252791473E-5	3.364105202681605E-4
unigram	INEX_LD-20120232	origin	6.608736182840367E-5	3.5781825129321186E-4	6.355137029902923E-5	8.960175941287407E-5	5.456578003473347E-4
unigram	INEX_LD-20120232	blues	1.2057830811617499E-4	8.501267372807705E-5	9.47658364509494E-5	2.598874495286392E-4	7.659334755390673E-4
bigram	INEX_LD-20120232	guitar origin	0.0	6.398879849064929E-8	0.0	0.0	2.274288853857076E-6
bigram	INEX_LD-20120232	origin blues	2.441350640133124E-8	3.0809421495497803E-8	0.0	0.0	0.0
unigram	INEX_LD-20120311	tango	1.337860150792952E-5	8.24270522779549E-6	1.400375022569021E-5	6.551365784149536E-6	4.7988765368816625E-5
unigram	INEX_LD-20120311	culture	2.3041467341576423E-4	1.8384692793013436E-4	1.792159332318293E-4	6.762603737950251E-4	1.7581269282261055E-4
unigram	INEX_LD-20120311	movies	4.213771204869772E-5	5.709222798665708E-5	6.659798771454199E-5	1.9629187216387204E-5	6.105004437309079E-6
bigram	INEX_LD-20120311	tango culture	0.0	9.479821998614708E-9	0.0	0.0	0.0
bigram	INEX_LD-20120311	culture movies	0.0	2.8439465995844126E-8	0.0	0.0	0.0
unigram	INEX_LD-20120312	tango	1.337860150792952E-5	8.24270522779549E-6	1.400375022569021E-5	6.551365784149536E-6	4.7988765368816625E-5
unigram	INEX_LD-20120312	culture	2.3041467341576423E-4	1.8384692793013436E-4	1.792159332318293E-4	6.762603737950251E-4	1.7581269282261055E-4
unigram	INEX_LD-20120312	countries	1.953080512106499E-7	3.727703005405269E-5	2.137977133693162E-7	0.0	0.0
bigram	INEX_LD-20120312	tango culture	0.0	9.479821998614708E-9	0.0	0.0	0.0
bigram	INEX_LD-20120312	culture countries	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120321	tango	1.337860150792952E-5	8.24270522779549E-6	1.400375022569021E-5	6.551365784149536E-6	4.7988765368816625E-5
unigram	INEX_LD-20120321	music	8.069640405896028E-4	0.0011915543763383776	6.344447144234458E-4	0.001834257868881563	0.004337532595943242
unigram	INEX_LD-20120321	composers	0.0	3.0809421495497803E-8	0.0	0.0	0.0
bigram	INEX_LD-20120321	tango music	1.4648103840798743E-7	1.3745741897991327E-7	1.6034828502698716E-7	3.487419048596711E-7	7.432731729085974E-7
bigram	INEX_LD-20120321	music composers	0.0	1.4219732997922063E-8	0.0	0.0	0.0
unigram	INEX_LD-20120322	tango	1.337860150792952E-5	8.24270522779549E-6	1.400375022569021E-5	6.551365784149536E-6	4.7988765368816625E-5
unigram	INEX_LD-20120322	music	8.069640405896028E-4	0.0011915543763383776	6.344447144234458E-4	0.001834257868881563	0.004337532595943242
unigram	INEX_LD-20120322	instruments	0.0	1.3679383144001025E-5	0.0	0.0	0.0
bigram	INEX_LD-20120322	tango music	1.4648103840798743E-7	1.3745741897991327E-7	1.6034828502698716E-7	3.487419048596711E-7	7.432731729085974E-7
bigram	INEX_LD-20120322	music instruments	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120331	tango	1.337860150792952E-5	8.24270522779549E-6	1.400375022569021E-5	6.551365784149536E-6	4.7988765368816625E-5
unigram	INEX_LD-20120331	dance	2.852474087931542E-4	2.555736311271529E-4	2.9557533873307963E-4	3.544961462898557E-4	2.839494103375691E-4
unigram	INEX_LD-20120331	styles	0.0	4.265919899376619E-8	0.0	0.0	0.0
bigram	INEX_LD-20120331	tango dance	1.953080512106499E-7	2.9861439295636335E-7	1.068988566846581E-7	6.476635375965321E-7	3.176381080805972E-8
bigram	INEX_LD-20120331	dance styles	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120332	tango	1.337860150792952E-5	8.24270522779549E-6	1.400375022569021E-5	6.551365784149536E-6	4.7988765368816625E-5
unigram	INEX_LD-20120332	dance	2.852474087931542E-4	2.555736311271529E-4	2.9557533873307963E-4	3.544961462898557E-4	2.839494103375691E-4
unigram	INEX_LD-20120332	history	8.572558637763452E-4	5.60985056456523E-4	6.24877266750169E-4	0.002367284960323509	4.167157867530971E-4
bigram	INEX_LD-20120332	tango dance	1.953080512106499E-7	2.9861439295636335E-7	1.068988566846581E-7	6.476635375965321E-7	3.176381080805972E-8
bigram	INEX_LD-20120332	dance history	2.1972155761198114E-7	1.7063679597506475E-7	1.068988566846581E-7	2.3664629258334827E-7	3.176381080805972E-8
unigram	INEX_LD-20120411	bicycle	2.6683962496655045E-5	4.0813003659535976E-5	3.030582587010057E-5	1.7287634426615127E-5	1.3601263788011173E-5
unigram	INEX_LD-20120411	sport	2.599794296677764E-4	1.4125408769035847E-4	1.0844889010658565E-4	6.095759395586437E-4	7.338202628121189E-4
unigram	INEX_LD-20120411	races	2.819759989353758E-5	5.621060454078592E-5	1.5981379074356386E-5	2.0234503522679348E-4	1.0602760047730335E-5
bigram	INEX_LD-20120411	bicycle sport	0.0	1.4219732997922063E-8	0.0	0.0	0.0
bigram	INEX_LD-20120411	sport races	0.0	2.369955499653677E-8	0.0	0.0	0.0
unigram	INEX_LD-20120412	bicycle	2.6683962496655045E-5	4.0813003659535976E-5	3.030582587010057E-5	1.7287634426615127E-5	1.3601263788011173E-5
unigram	INEX_LD-20120412	sport	2.599794296677764E-4	1.4125408769035847E-4	1.0844889010658565E-4	6.095759395586437E-4	7.338202628121189E-4
unigram	INEX_LD-20120412	disciplines	0.0	4.739910999307354E-9	0.0	0.0	0.0
bigram	INEX_LD-20120412	bicycle sport	0.0	1.4219732997922063E-8	0.0	0.0	0.0
bigram	INEX_LD-20120412	sport disciplines	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120421	bicycle	2.6683962496655045E-5	4.0813003659535976E-5	3.030582587010057E-5	1.7287634426615127E-5	1.3601263788011173E-5
unigram	INEX_LD-20120421	holiday	6.664887247563428E-5	4.730668172858705E-5	6.798767285144256E-5	3.751466490847605E-5	2.6255966013942167E-5
unigram	INEX_LD-20120421	towns	2.441350640133124E-8	3.554933249480516E-8	0.0	0.0	0.0
bigram	INEX_LD-20120421	bicycle holiday	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-20120421	holiday towns	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120422	bicycle	2.6683962496655045E-5	4.0813003659535976E-5	3.030582587010057E-5	1.7287634426615127E-5	1.3601263788011173E-5
unigram	INEX_LD-20120422	holiday	6.664887247563428E-5	4.730668172858705E-5	6.798767285144256E-5	3.751466490847605E-5	2.6255966013942167E-5
unigram	INEX_LD-20120422	nature	8.273737319411156E-5	1.1505422964168707E-4	6.590314514609172E-5	8.120704356018057E-5	2.2399839381843715E-5
bigram	INEX_LD-20120422	bicycle holiday	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-20120422	holiday nature	0.0	4.739910999307354E-9	0.0	0.0	0.0
unigram	INEX_LD-20120431	bicycle	2.6683962496655045E-5	4.0813003659535976E-5	3.030582587010057E-5	1.7287634426615127E-5	1.3601263788011173E-5
unigram	INEX_LD-20120431	benefits	7.324051920399371E-8	9.479821998614708E-9	0.0	0.0	0.0
unigram	INEX_LD-20120431	health	1.9804236392759902E-4	2.032971527157921E-4	2.0380267026930067E-4	2.0239485549891628E-4	5.115879368746099E-5
bigram	INEX_LD-20120431	bicycle benefits	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-20120431	benefits health	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120432	bicycle	2.6683962496655045E-5	4.0813003659535976E-5	3.030582587010057E-5	1.7287634426615127E-5	1.3601263788011173E-5
unigram	INEX_LD-20120432	benefits	7.324051920399371E-8	9.479821998614708E-9	0.0	0.0	0.0
unigram	INEX_LD-20120432	environment	7.297197063357908E-5	1.0310491401243323E-4	5.745813546800373E-5	6.954909988344298E-5	4.31352550773451E-5
bigram	INEX_LD-20120432	bicycle benefits	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-20120432	benefits environment	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120511	female	7.172688180711119E-5	1.786662052078914E-4	4.2599194388836255E-5	7.95679566073401E-4	1.652988714451428E-5
unigram	INEX_LD-20120511	rock	4.578020720377634E-4	5.248550848643026E-4	4.469441197985555E-4	0.0010363862108347583	0.004029271164813184
unigram	INEX_LD-20120511	singers	0.0	1.4219732997922063E-8	0.0	0.0	0.0
bigram	INEX_LD-20120511	female rock	1.7089454480931868E-7	4.0052247944147144E-7	5.344942834232905E-8	8.693637485430373E-6	3.8116572969671664E-8
bigram	INEX_LD-20120511	rock singers	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120512	south	0.001437882286519206	0.0017569617697572543	0.0012823586847891585	0.0023663881954252984	0.0017169356183702137
unigram	INEX_LD-20120512	korean	0.0	5.687893199168825E-8	0.0	0.0	0.0
unigram	INEX_LD-20120512	girl	3.4298535143230255E-4	2.078901264741209E-4	3.657544381465577E-4	9.41354041760498E-5	8.460608646834787E-5
unigram	INEX_LD-20120512	groups	0.0	1.6115697397645005E-7	0.0	0.0	0.0
bigram	INEX_LD-20120512	south korean	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-20120512	korean girl	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-20120512	girl groups	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120521	electronic	6.0423428343294815E-5	9.406353378125445E-5	7.199637997711723E-5	1.838617142692309E-4	1.2700442113494599E-4
unigram	INEX_LD-20120521	music	8.069640405896028E-4	0.0011915543763383776	6.344447144234458E-4	0.001834257868881563	0.004337532595943242
unigram	INEX_LD-20120521	genres	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-20120521	electronic music	6.127790106734141E-6	1.3712562520996177E-5	3.1000668438550847E-6	7.218957430595193E-5	4.3039963644920925E-5
bigram	INEX_LD-20120521	music genres	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120522	digital	1.0539310713454696E-4	1.468590324470394E-4	1.3298217771571467E-4	1.45251003374053E-4	3.0169267505495123E-5
unigram	INEX_LD-20120522	music	8.069640405896028E-4	0.0011915543763383776	6.344447144234458E-4	0.001834257868881563	0.004337532595943242
unigram	INEX_LD-20120522	notation	1.4794584879206732E-5	1.2297699087702931E-5	2.191426562035491E-5	8.743457757553182E-6	5.526903080602392E-7
unigram	INEX_LD-20120522	formats	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-20120522	digital music	6.10337660033281E-7	1.2868858363119468E-6	8.017414251349357E-7	4.483824491052914E-7	6.352762161611944E-8
bigram	INEX_LD-20120522	music notation	4.394431152239623E-7	4.7162114443108175E-7	4.810448550809614E-7	5.978432654737219E-7	2.5411048646447777E-8
bigram	INEX_LD-20120522	notation formats	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120531	music	8.069640405896028E-4	0.0011915543763383776	6.344447144234458E-4	0.001834257868881563	0.004337532595943242
unigram	INEX_LD-20120531	conferences	0.0	4.739910999307354E-9	0.0	0.0	0.0
bigram	INEX_LD-20120531	music conferences	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-20120532	intellectual	1.5307268513634688E-5	3.339267299012031E-5	2.089872648185066E-5	1.4398058643492137E-5	1.7533623566048966E-6
unigram	INEX_LD-20120532	property	6.620942936041032E-5	1.988914054419359E-4	6.975150398673942E-5	2.3271049108564626E-4	6.897829155078249E-5
unigram	INEX_LD-20120532	rights	1.6049439108235157E-4	1.5849314399483933E-4	1.657466772895624E-4	2.683319856534555E-4	6.921969651292374E-5
unigram	INEX_LD-20120532	lobby	5.468625433898198E-6	1.4624995388362842E-5	5.879437117656195E-6	4.65819544348275E-6	1.2959634809688365E-6
bigram	INEX_LD-20120532	intellectual property	9.228305419703209E-6	7.32790240492917E-6	1.3148559372212946E-5	1.3202372112544693E-5	1.0926750917972544E-6
bigram	INEX_LD-20120532	property rights	1.440396877678543E-6	2.151919593685539E-6	2.6724714171164524E-6	0.0	0.0
bigram	INEX_LD-20120532	rights lobby	4.882701280266248E-8	2.369955499653677E-8	5.344942834232905E-8	0.0	0.0
unigram	INEX_LD-2009022	szechwan	3.173755832173061E-7	1.2323768598199121E-7	4.810448550809614E-7	0.0	0.0
unigram	INEX_LD-2009022	dish	1.0180432169355126E-5	2.0362657653024394E-5	1.464514336579816E-5	2.9892163273686093E-7	1.5246629187868667E-6
unigram	INEX_LD-2009022	food	1.493374186569432E-4	1.5663983879411015E-4	1.676174072815439E-4	2.1265783155621516E-4	3.7392358083247906E-5
unigram	INEX_LD-2009022	cuisine	5.3905022134139377E-5	1.9912366108090196E-5	4.6394103801141615E-5	2.3811599061097116E-4	2.235537004671243E-5
bigram	INEX_LD-2009022	szechwan dish	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-2009022	dish food	2.441350640133124E-8	3.3179376995151484E-8	5.344942834232905E-8	0.0	0.0
bigram	INEX_LD-2009022	food cuisine	0.0	5.924888749134193E-8	2.405224275404807E-6	3.2383176879826605E-7	1.2705524323223888E-8
unigram	INEX_LD-2009039	roman	4.8380245635518116E-4	2.7494090747032273E-4	3.232086931860638E-4	0.0015207887166848416	2.992849781957003E-4
unigram	INEX_LD-2009039	architecture	2.394476707842568E-4	2.635082421399934E-4	1.3624259284459675E-4	0.0012992628766907662	2.1680706705149244E-4
bigram	INEX_LD-2009039	roman architecture	4.6385662162529354E-7	2.9861439295636335E-7	5.344942834232905E-7	4.907296804096801E-6	6.035124053531347E-7
unigram	INEX_LD-2009053	finland	1.71065439354128E-4	1.4957974136064185E-4	1.0411948641085698E-4	4.4982723699685294E-4	2.5036235678912674E-4
unigram	INEX_LD-2009053	car	1.855182351437161E-4	2.6100319917685946E-4	2.211737344805576E-4	2.1963266965340859E-4	7.647455090148459E-5
unigram	INEX_LD-2009053	industry	1.51534634233063E-4	3.486868127530462E-4	1.575154653248437E-4	2.123339997874169E-4	3.352860813655552E-4
unigram	INEX_LD-2009053	manufacturer	5.075567980836764E-5	1.2704146455893537E-4	2.421259103907506E-5	2.8514632749490393E-4	1.3523760089639508E-4
unigram	INEX_LD-2009053	saab	9.081824381295221E-6	3.974415372919217E-6	1.2346817947078011E-5	2.5657440143247233E-6	2.394991334927703E-6
unigram	INEX_LD-2009053	sisu	9.765402560532496E-7	3.2468390345255376E-7	1.2827862802158973E-6	0.0	4.446933513128361E-8
bigram	INEX_LD-2009053	finland car	2.441350640133124E-8	2.369955499653677E-8	5.344942834232905E-8	1.245506803070254E-8	0.0
bigram	INEX_LD-2009053	car industry	7.324051920399371E-7	2.5595519396259715E-7	1.6034828502698715E-6	0.0	6.352762161611944E-8
bigram	INEX_LD-2009053	industry manufacturer	0.0	1.8011661797367947E-7	0.0	0.0	3.303436324038211E-7
bigram	INEX_LD-2009053	manufacturer saab	0.0	3.3179376995151484E-8	0.0	0.0	2.541104864644778E-7
bigram	INEX_LD-2009053	saab sisu	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-2009061	france	7.433424429077335E-4	0.0010962442459643053	6.2765663702397E-4	0.0029124931082994817	0.001969381681148349
unigram	INEX_LD-2009061	second	2.1808585268309196E-4	9.925681726764555E-4	2.7772322966674174E-4	1.6978748739453702E-4	2.3617663888224726E-4
unigram	INEX_LD-2009061	world	0.001352532668140152	0.0015356719148880915	0.0013236216434694367	0.002655370683873659	0.0012597400311233253
unigram	INEX_LD-2009061	war	9.654565241470452E-4	0.0010405502917224438	8.765706248141964E-4	0.003377216606661055	8.652970285088397E-4
unigram	INEX_LD-2009061	normandy	1.0766356322987077E-5	1.3390248573043277E-5	1.3148559372212946E-5	8.818188165737399E-6	7.676042519875712E-5
bigram	INEX_LD-2009061	france second	4.150296088226311E-7	1.5262513417769682E-6	4.275954267386324E-7	5.604780613816143E-7	7.623314593934333E-7
bigram	INEX_LD-2009061	second world	2.9540342745610797E-6	4.475186969996039E-5	5.024246264178931E-6	3.487419048596711E-7	1.5246629187868665E-7
bigram	INEX_LD-2009061	world war	1.860797457909467E-4	3.708743361408039E-4	1.0433328412422631E-4	0.00163670803484659	2.713518829710926E-4
bigram	INEX_LD-2009061	war normandy	0.0	1.4219732997922063E-8	0.0	0.0	6.352762161611944E-9
unigram	INEX_LD-2009062	social	1.7790122114650075E-4	2.8019509881305497E-4	1.8889027976179087E-4	3.069426965486334E-4	1.2521929496753305E-4
unigram	INEX_LD-2009062	network	2.6903684054267025E-4	4.087367452032711E-4	3.238500863261717E-4	5.639903905662724E-4	3.668275454979585E-4
unigram	INEX_LD-2009062	group	7.509594569049489E-4	0.0011819939758527746	7.268587760273327E-4	0.0025926967815431633	6.976539878260621E-4
unigram	INEX_LD-2009062	selection	2.0214383300302264E-5	5.682205305969656E-5	2.1112524195219973E-5	5.405499525324902E-6	3.112853459189853E-6
bigram	INEX_LD-2009062	social network	3.173755832173061E-6	9.726297370578692E-6	4.329403695728653E-6	2.147253728493118E-5	2.6808656322002406E-6
bigram	INEX_LD-2009062	network group	3.6620259601996857E-7	7.299462938933326E-7	2.137977133693162E-7	2.491013606140508E-7	0.0
bigram	INEX_LD-2009062	group selection	1.220675320066562E-7	1.0901795298406916E-7	2.137977133693162E-7	0.0	3.8116572969671664E-8
unigram	INEX_LD-2009063	d	6.13657896903862E-4	6.914226672464621E-4	7.062807461155361E-4	5.769187511821416E-5	2.850674964780128E-4
unigram	INEX_LD-2009063	normandy	1.0766356322987077E-5	1.3390248573043277E-5	1.3148559372212946E-5	8.818188165737399E-6	7.676042519875712E-5
unigram	INEX_LD-2009063	invasion	5.383178161493538E-5	5.509909541144834E-5	7.429470539583738E-5	4.884877681641536E-5	2.875260154345566E-5
bigram	INEX_LD-2009063	d normandy	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-2009063	normandy invasion	7.324051920399371E-8	2.7728479345948025E-7	2.137977133693162E-7	0.0	7.432731729085974E-7
unigram	INEX_LD-2009074	web	1.3222355066960998E-4	1.2865777420969918E-4	1.6350180129918456E-4	1.0728795601647168E-4	7.862813727427103E-5
unigram	INEX_LD-2009074	ranking	2.5267979125377832E-5	7.794309647261014E-5	2.234186104709354E-5	1.6515420208711567E-5	1.4928991079788069E-6
unigram	INEX_LD-2009074	scoring	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-2009074	algorithm	4.4969678791252145E-5	3.47696171354191E-5	6.948425684502776E-5	3.893454266397614E-5	2.630043534907345E-6
bigram	INEX_LD-2009074	web ranking	7.324051920399371E-8	7.1098664989610315E-9	1.068988566846581E-7	0.0	0.0
bigram	INEX_LD-2009074	ranking scoring	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-2009074	scoring algorithm	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-2009096	eiffel	3.3934773897850422E-6	1.9789128422108206E-6	5.024246264178931E-6	7.473040818421524E-7	1.7787734052513443E-6
unigram	INEX_LD-2009111	europe	6.001084008511231E-4	6.214212916531914E-4	5.298441831575078E-4	8.345642884652544E-4	0.0011685016609582547
unigram	INEX_LD-2009111	solar	8.220027605328228E-5	4.9178946573313454E-5	6.943080741668544E-5	4.842530450337148E-5	1.8524654463260428E-5
unigram	INEX_LD-2009111	power	4.2313489294787306E-4	4.1137924558538495E-4	3.760701778166272E-4	3.1112759940694944E-4	2.32104518336654E-4
unigram	INEX_LD-2009111	facility	2.5194738606173838E-5	1.1009391278091192E-4	3.158861215031647E-5	3.711610273149357E-6	1.7914789295745683E-6
bigram	INEX_LD-2009111	europe solar	9.765402560532496E-8	3.3179376995151484E-8	5.344942834232905E-8	0.0	0.0
bigram	INEX_LD-2009111	solar power	7.763495035623333E-6	3.140191037041122E-6	5.398392262575234E-6	8.544176669061943E-6	1.3785493890697918E-6
bigram	INEX_LD-2009111	power facility	1.4648103840798743E-7	1.042780419847618E-6	2.6724714171164523E-7	0.0	0.0
unigram	INEX_LD-2009115	virtual	4.6556556707338675E-5	3.6949976195100485E-5	5.109765349526657E-5	6.917544784252191E-5	1.7914789295745684E-5
unigram	INEX_LD-2009115	museums	0.0	1.6589688497575742E-8	0.0	0.0	0.0
bigram	INEX_LD-2009115	virtual museums	0.0	0.0	0.0	0.0	0.0
