qid	ngramtype	gram	field	featurename	featurevalue
INEX_LD-20120121	unigram	food	attributes	baselinetopscore	-2.670363628680418
INEX_LD-20120121	unigram	food	attributes	fieldlikelihood	-20.257411922511306
INEX_LD-20120121	unigram	food	similarentitynames	baselinetopscore	-4.061339294241966
INEX_LD-20120121	unigram	food	similarentitynames	fieldlikelihood	-20.189677027427628
INEX_LD-20120121	unigram	food	categories	baselinetopscore	-4.572850864972899
INEX_LD-20120121	unigram	food	categories	fieldlikelihood	-19.951676622736862
INEX_LD-20120121	unigram	food	outgoingentitynames	baselinetopscore	-4.6514971236162586
INEX_LD-20120121	unigram	food	outgoingentitynames	fieldlikelihood	-21.689894717926553
INEX_LD-20120121	unigram	recipe	names	baselinetopscore	-6.214667108387891
INEX_LD-20120121	unigram	recipe	names	fieldlikelihood	-21.01332865997252
INEX_LD-20120121	unigram	recipe	attributes	baselinetopscore	-3.0509529463085956
INEX_LD-20120121	unigram	recipe	attributes	fieldlikelihood	-19.91628397911099
INEX_LD-20120121	unigram	recipe	similarentitynames	baselinetopscore	-5.719478312952619
INEX_LD-20120121	unigram	recipe	similarentitynames	fieldlikelihood	-21.34738972157307
INEX_LD-20120121	unigram	recipe	categories	baselinetopscore	-6.62934457100992
INEX_LD-20120121	unigram	recipe	categories	fieldlikelihood	-26.06209459100374
INEX_LD-20120121	unigram	recipe	outgoingentitynames	baselinetopscore	-5.566324704361703
INEX_LD-20120121	unigram	recipe	outgoingentitynames	fieldlikelihood	-23.194373173379283
INEX_LD-20120121	bigram	vietnam food	names	baselinetopscore	-6.564188506520585
INEX_LD-20120121	bigram	vietnam food	names	fieldlikelihood	-19.31988878598447
INEX_LD-20120121	bigram	vietnam food	names	bigramcfratio	-16.22514407629478
INEX_LD-20120121	bigram	vietnam food	attributes	baselinetopscore	-5.973334906480003
INEX_LD-20120121	bigram	vietnam food	attributes	fieldlikelihood	-20.399391159225775
INEX_LD-20120121	bigram	vietnam food	attributes	bigramcfratio	-19.577434102384796
INEX_LD-20120121	bigram	vietnam food	similarentitynames	baselinetopscore	-7.452087350199794
INEX_LD-20120121	bigram	vietnam food	similarentitynames	fieldlikelihood	-Infinity
INEX_LD-20120121	bigram	vietnam food	similarentitynames	bigramcfratio	-Infinity
INEX_LD-20120121	bigram	vietnam food	categories	baselinetopscore	-6.05484978770159
INEX_LD-20120121	bigram	vietnam food	categories	fieldlikelihood	-19.587432587247243
INEX_LD-20120121	bigram	vietnam food	categories	bigramcfratio	-18.435561855596966
INEX_LD-20120121	bigram	vietnam food	outgoingentitynames	baselinetopscore	-7.300172437670091
INEX_LD-20120121	bigram	vietnam food	outgoingentitynames	fieldlikelihood	-Infinity
INEX_LD-20120121	bigram	vietnam food	outgoingentitynames	bigramcfratio	-Infinity
INEX_LD-20120121	bigram	food recipe	names	baselinetopscore	-7.829434490911563
INEX_LD-20120121	bigram	food recipe	names	fieldlikelihood	-Infinity
INEX_LD-20120121	bigram	food recipe	names	bigramcfratio	-Infinity
INEX_LD-20120121	bigram	food recipe	attributes	baselinetopscore	-3.801975961018564
INEX_LD-20120121	bigram	food recipe	attributes	fieldlikelihood	-19.86039465849309
INEX_LD-20120121	bigram	food recipe	attributes	bigramcfratio	-16.46155325905083
INEX_LD-20120121	bigram	food recipe	similarentitynames	baselinetopscore	-7.483916836244981
INEX_LD-20120121	bigram	food recipe	similarentitynames	fieldlikelihood	-Infinity
INEX_LD-20120121	bigram	food recipe	similarentitynames	bigramcfratio	-Infinity
INEX_LD-20120121	bigram	food recipe	categories	baselinetopscore	-8.809046484387869
INEX_LD-20120121	bigram	food recipe	categories	fieldlikelihood	-Infinity
INEX_LD-20120121	bigram	food recipe	categories	bigramcfratio	-Infinity
INEX_LD-20120121	bigram	food recipe	outgoingentitynames	baselinetopscore	-9.203762863749754
INEX_LD-20120121	bigram	food recipe	outgoingentitynames	fieldlikelihood	-Infinity
INEX_LD-20120121	bigram	food recipe	outgoingentitynames	bigramcfratio	-Infinity
INEX_LD-20120122	unigram	viet	names	baselinetopscore	-5.519940770053454
INEX_LD-20120122	unigram	viet	names	fieldlikelihood	-20.019841607444295
INEX_LD-20120122	unigram	viet	attributes	baselinetopscore	-4.2599262297172675
INEX_LD-20120122	unigram	viet	attributes	fieldlikelihood	-20.515691614921934
INEX_LD-20120122	unigram	viet	similarentitynames	baselinetopscore	-4.622909312720992
INEX_LD-20120122	unigram	viet	similarentitynames	fieldlikelihood	-20.35751649925515
INEX_LD-20120122	unigram	viet	categories	baselinetopscore	-4.472028463000891
INEX_LD-20120122	unigram	viet	categories	fieldlikelihood	-19.504101848614354
INEX_LD-20120122	unigram	viet	outgoingentitynames	baselinetopscore	-4.726745678978661
INEX_LD-20120122	unigram	viet	outgoingentitynames	fieldlikelihood	-21.18451405118363
INEX_LD-20120122	unigram	food	names	baselinetopscore	-5.4947569464943715
INEX_LD-20120122	unigram	food	names	fieldlikelihood	-20.305152771693614
INEX_LD-20120122	unigram	food	attributes	baselinetopscore	-2.670363628680418
INEX_LD-20120122	unigram	food	attributes	fieldlikelihood	-20.257411922511306
INEX_LD-20120122	unigram	food	similarentitynames	baselinetopscore	-4.061339294241966
INEX_LD-20120122	unigram	food	similarentitynames	fieldlikelihood	-20.189677027427628
INEX_LD-20120122	unigram	food	categories	baselinetopscore	-4.572850864972899
INEX_LD-20120122	unigram	food	categories	fieldlikelihood	-19.951676622736862
INEX_LD-20120122	unigram	food	outgoingentitynames	baselinetopscore	-4.6514971236162586
INEX_LD-20120122	unigram	food	outgoingentitynames	fieldlikelihood	-21.689894717926553
INEX_LD-20120122	unigram	blog	names	baselinetopscore	-5.9286509120917295
INEX_LD-20120122	unigram	blog	names	fieldlikelihood	-20.919911989473487
INEX_LD-20120122	unigram	blog	attributes	baselinetopscore	-3.577733142195763
INEX_LD-20120122	unigram	blog	attributes	fieldlikelihood	-20.101681444925873
INEX_LD-20120122	unigram	blog	similarentitynames	baselinetopscore	-4.159823535908099
INEX_LD-20120122	unigram	blog	similarentitynames	fieldlikelihood	-20.607174934389388
INEX_LD-20120122	unigram	blog	categories	baselinetopscore	-5.240608282976473
INEX_LD-20120122	unigram	blog	categories	fieldlikelihood	-20.34569129829471
INEX_LD-20120122	unigram	blog	outgoingentitynames	baselinetopscore	-5.040925696113861
INEX_LD-20120122	unigram	blog	outgoingentitynames	fieldlikelihood	-22.030221902483163
INEX_LD-20120122	bigram	viet food	names	baselinetopscore	-7.199991477213384
INEX_LD-20120122	bigram	viet food	names	fieldlikelihood	-19.830714409750463
INEX_LD-20120122	bigram	viet food	names	bigramcfratio	-16.072549389642194
INEX_LD-20120122	bigram	viet food	attributes	baselinetopscore	-5.838107069301045
INEX_LD-20120122	bigram	viet food	attributes	fieldlikelihood	-20.083538209807298
INEX_LD-20120122	bigram	viet food	attributes	bigramcfratio	-18.209529373140374
INEX_LD-20120122	bigram	viet food	similarentitynames	baselinetopscore	-7.1997360435276
INEX_LD-20120122	bigram	viet food	similarentitynames	fieldlikelihood	-19.04711498771221
INEX_LD-20120122	bigram	viet food	similarentitynames	bigramcfratio	-14.283151398020822
INEX_LD-20120122	bigram	viet food	categories	baselinetopscore	-6.738157657338104
INEX_LD-20120122	bigram	viet food	categories	fieldlikelihood	-Infinity
INEX_LD-20120122	bigram	viet food	categories	bigramcfratio	-Infinity
INEX_LD-20120122	bigram	viet food	outgoingentitynames	baselinetopscore	-7.328452633735452
INEX_LD-20120122	bigram	viet food	outgoingentitynames	fieldlikelihood	-Infinity
INEX_LD-20120122	bigram	viet food	outgoingentitynames	bigramcfratio	-Infinity
INEX_LD-20120122	bigram	food blog	names	baselinetopscore	-7.217189024023897
INEX_LD-20120122	bigram	food blog	names	fieldlikelihood	-20.663623532685566
INEX_LD-20120122	bigram	food blog	names	bigramcfratio	-14.86301269336821
INEX_LD-20120122	bigram	food blog	attributes	baselinetopscore	-5.341989395496484
INEX_LD-20120122	bigram	food blog	attributes	fieldlikelihood	-19.904846421063922
INEX_LD-20120122	bigram	food blog	attributes	bigramcfratio	-17.302472317213162
INEX_LD-20120122	bigram	food blog	similarentitynames	baselinetopscore	-6.968020692501092
INEX_LD-20120122	bigram	food blog	similarentitynames	fieldlikelihood	-Infinity
INEX_LD-20120122	bigram	food blog	similarentitynames	bigramcfratio	-Infinity
INEX_LD-20120122	bigram	food blog	categories	baselinetopscore	-7.233511039127394
INEX_LD-20120122	bigram	food blog	categories	fieldlikelihood	-Infinity
INEX_LD-20120122	bigram	food blog	categories	bigramcfratio	-Infinity
INEX_LD-20120122	bigram	food blog	outgoingentitynames	baselinetopscore	-8.962407247772951
INEX_LD-20120122	bigram	food blog	outgoingentitynames	fieldlikelihood	-Infinity
INEX_LD-20120122	bigram	food blog	outgoingentitynames	bigramcfratio	-Infinity
INEX_LD-20120131	unigram	vietnam	names	baselinetopscore	-5.900135744810228
INEX_LD-20120131	unigram	vietnam	names	fieldlikelihood	-20.550904002642405
INEX_LD-20120131	unigram	vietnam	attributes	baselinetopscore	-4.000400840179946
INEX_LD-20120131	unigram	vietnam	attributes	fieldlikelihood	-20.65812254071267
INEX_LD-20120131	unigram	vietnam	similarentitynames	baselinetopscore	-4.329522209870696
INEX_LD-20120131	unigram	vietnam	similarentitynames	fieldlikelihood	-20.92886281476913
INEX_LD-20120131	unigram	vietnam	categories	baselinetopscore	-3.6118928257007163
INEX_LD-20120131	unigram	vietnam	categories	fieldlikelihood	-19.634515082930672
INEX_LD-20120131	unigram	vietnam	outgoingentitynames	baselinetopscore	-3.7848620779377726
INEX_LD-20120131	unigram	vietnam	outgoingentitynames	fieldlikelihood	-20.27173786408414
INEX_LD-20120131	unigram	travel	names	baselinetopscore	-5.7065209068649665
INEX_LD-20120131	unigram	travel	names	fieldlikelihood	-20.943588092018363
INEX_LD-20120131	unigram	travel	attributes	baselinetopscore	-3.635323075755606
INEX_LD-20120131	unigram	travel	attributes	fieldlikelihood	-20.071748612263054
INEX_LD-20120131	unigram	travel	similarentitynames	baselinetopscore	-4.475201651306271
INEX_LD-20120131	unigram	travel	similarentitynames	fieldlikelihood	-20.898451046752097
INEX_LD-20120131	unigram	travel	categories	baselinetopscore	-5.2446700581501915
INEX_LD-20120131	unigram	travel	categories	fieldlikelihood	-20.44936697018921
INEX_LD-20120131	unigram	travel	outgoingentitynames	baselinetopscore	-4.292659608716173
INEX_LD-20120131	unigram	travel	outgoingentitynames	fieldlikelihood	-22.18859680166088
INEX_LD-20120131	unigram	national	names	baselinetopscore	-4.963772374588727
INEX_LD-20120131	unigram	national	names	fieldlikelihood	-20.35017100336143
INEX_LD-20120131	unigram	national	attributes	baselinetopscore	-2.4524792118290906
INEX_LD-20120131	unigram	national	attributes	fieldlikelihood	-20.475072801560643
INEX_LD-20120131	unigram	national	similarentitynames	baselinetopscore	-2.0960571104268144
INEX_LD-20120131	unigram	national	similarentitynames	fieldlikelihood	-20.37480654632745
INEX_LD-20120131	unigram	national	categories	baselinetopscore	-3.2453586147976674
INEX_LD-20120131	unigram	national	categories	fieldlikelihood	-19.769074434313737
INEX_LD-20120131	unigram	national	outgoingentitynames	baselinetopscore	-2.6061941448348023
INEX_LD-20120131	unigram	national	outgoingentitynames	fieldlikelihood	-20.677903410906133
INEX_LD-20120131	unigram	park	names	baselinetopscore	-4.37512337673717
INEX_LD-20120131	unigram	park	names	fieldlikelihood	-19.86080729869921
INEX_LD-20120131	unigram	park	attributes	baselinetopscore	-2.2881324164059107
INEX_LD-20120131	unigram	park	attributes	fieldlikelihood	-20.502924097758264
INEX_LD-20120131	unigram	park	similarentitynames	baselinetopscore	-2.229525606494615
INEX_LD-20120131	unigram	park	similarentitynames	fieldlikelihood	-19.853100950116627
INEX_LD-20120131	unigram	park	categories	baselinetopscore	-3.9009996277158074
INEX_LD-20120131	unigram	park	categories	fieldlikelihood	-20.54536659137681
INEX_LD-20120131	unigram	park	outgoingentitynames	baselinetopscore	-2.7588556965323194
INEX_LD-20120131	unigram	park	outgoingentitynames	fieldlikelihood	-20.316529215191135
INEX_LD-20120131	bigram	vietnam travel	names	baselinetopscore	-8.71607412345659
INEX_LD-20120131	bigram	vietnam travel	names	fieldlikelihood	-Infinity
INEX_LD-20120131	bigram	vietnam travel	names	bigramcfratio	-Infinity
INEX_LD-20120131	bigram	vietnam travel	attributes	baselinetopscore	-6.707859453515297
INEX_LD-20120131	bigram	vietnam travel	attributes	fieldlikelihood	-19.86039465849309
INEX_LD-20120131	bigram	vietnam travel	attributes	bigramcfratio	-21.176117505585513
INEX_LD-20120131	bigram	vietnam travel	similarentitynames	baselinetopscore	-8.271875674751962
INEX_LD-20120131	bigram	vietnam travel	similarentitynames	fieldlikelihood	-Infinity
INEX_LD-20120131	bigram	vietnam travel	similarentitynames	bigramcfratio	-Infinity
INEX_LD-20120131	bigram	vietnam travel	categories	baselinetopscore	-7.995570802525266
INEX_LD-20120131	bigram	vietnam travel	categories	fieldlikelihood	-Infinity
INEX_LD-20120131	bigram	vietnam travel	categories	bigramcfratio	-Infinity
INEX_LD-20120131	bigram	vietnam travel	outgoingentitynames	baselinetopscore	-7.655894850806428
INEX_LD-20120131	bigram	vietnam travel	outgoingentitynames	fieldlikelihood	-Infinity
INEX_LD-20120131	bigram	vietnam travel	outgoingentitynames	bigramcfratio	-Infinity
INEX_LD-20120131	bigram	travel national	names	baselinetopscore	-6.566966650889836
INEX_LD-20120131	bigram	travel national	names	fieldlikelihood	-Infinity
INEX_LD-20120131	bigram	travel national	names	bigramcfratio	-Infinity
INEX_LD-20120131	bigram	travel national	attributes	baselinetopscore	-5.760208727846858
INEX_LD-20120131	bigram	travel national	attributes	fieldlikelihood	-19.86039465849309
INEX_LD-20120131	bigram	travel national	attributes	bigramcfratio	-20.705216666246287
INEX_LD-20120131	bigram	travel national	similarentitynames	baselinetopscore	-5.126771830262437
INEX_LD-20120131	bigram	travel national	similarentitynames	fieldlikelihood	-Infinity
INEX_LD-20120131	bigram	travel national	similarentitynames	bigramcfratio	-Infinity
INEX_LD-20120131	bigram	travel national	categories	baselinetopscore	-6.7965936791769055
INEX_LD-20120131	bigram	travel national	categories	fieldlikelihood	-Infinity
INEX_LD-20120131	bigram	travel national	categories	bigramcfratio	-Infinity
INEX_LD-20120131	bigram	travel national	outgoingentitynames	baselinetopscore	-6.38595090441776
INEX_LD-20120131	bigram	travel national	outgoingentitynames	fieldlikelihood	-Infinity
INEX_LD-20120131	bigram	travel national	outgoingentitynames	bigramcfratio	-Infinity
INEX_LD-20120131	bigram	national park	names	baselinetopscore	-5.264470681670124
INEX_LD-20120131	bigram	national park	names	fieldlikelihood	-19.67352097505489
INEX_LD-20120131	bigram	national park	names	bigramcfratio	-13.095467535500525
INEX_LD-20120131	bigram	national park	attributes	baselinetopscore	-2.803237287356891
INEX_LD-20120131	bigram	national park	attributes	fieldlikelihood	-20.40350804486587
INEX_LD-20120131	bigram	national park	attributes	bigramcfratio	-15.39070134978991
INEX_LD-20120131	bigram	national park	similarentitynames	baselinetopscore	-3.8441184528742314
INEX_LD-20120131	bigram	national park	similarentitynames	fieldlikelihood	-19.909456686581038
INEX_LD-20120131	bigram	national park	similarentitynames	bigramcfratio	-12.530874630604986
INEX_LD-20120131	bigram	national park	categories	baselinetopscore	-3.8847135961957284
INEX_LD-20120131	bigram	national park	categories	fieldlikelihood	-20.07624926535648
INEX_LD-20120131	bigram	national park	categories	bigramcfratio	-14.067742011543144
INEX_LD-20120131	bigram	national park	outgoingentitynames	baselinetopscore	-4.446689101342208
INEX_LD-20120131	bigram	national park	outgoingentitynames	fieldlikelihood	-21.114119020988138
INEX_LD-20120131	bigram	national park	outgoingentitynames	bigramcfratio	-15.098858073180939
INEX_LD-20120132	unigram	vietnam	names	baselinetopscore	-5.900135744810228
INEX_LD-20120132	unigram	vietnam	names	fieldlikelihood	-20.550904002642405
INEX_LD-20120132	unigram	vietnam	attributes	baselinetopscore	-4.000400840179946
INEX_LD-20120132	unigram	vietnam	attributes	fieldlikelihood	-20.65812254071267
INEX_LD-20120132	unigram	vietnam	similarentitynames	baselinetopscore	-4.329522209870696
INEX_LD-20120132	unigram	vietnam	similarentitynames	fieldlikelihood	-20.92886281476913
INEX_LD-20120132	unigram	vietnam	categories	baselinetopscore	-3.6118928257007163
INEX_LD-20120132	unigram	vietnam	categories	fieldlikelihood	-19.634515082930672
INEX_LD-20120132	unigram	vietnam	outgoingentitynames	baselinetopscore	-3.7848620779377726
INEX_LD-20120132	unigram	vietnam	outgoingentitynames	fieldlikelihood	-20.27173786408414
INEX_LD-20120132	unigram	travel	names	baselinetopscore	-5.7065209068649665
INEX_LD-20120132	unigram	travel	names	fieldlikelihood	-20.943588092018363
INEX_LD-20120132	unigram	travel	attributes	baselinetopscore	-3.635323075755606
INEX_LD-20120132	unigram	travel	attributes	fieldlikelihood	-20.071748612263054
